elapsed_seconds,distance_bin_lower_bps,distance_bin_upper_bps,up_count,sample_count,p_up_smoothed
180,101.0,102.0,2,2,0.5454545454545454
180,103.0,104.0,1,1,0.5238095238095238
180,104.0,105.0,1,1,0.5238095238095238
180,106.0,107.0,3,3,0.5652173913043478
180,108.0,109.0,1,1,0.5238095238095238
180,109.0,110.0,1,1,0.5238095238095238
180,111.0,112.0,1,1,0.5238095238095238
180,113.0,114.0,1,1,0.5238095238095238
180,120.0,121.0,1,1,0.5238095238095238
180,121.0,122.0,1,1,0.5238095238095238
180,125.0,126.0,1,1,0.5238095238095238
180,129.0,130.0,1,1,0.5238095238095238
180,132.0,133.0,2,2,0.5454545454545454
180,133.0,134.0,1,1,0.5238095238095238
180,138.0,139.0,2,2,0.5454545454545454
180,145.0,146.0,1,1,0.5238095238095238
180,150.0,151.0,1,1,0.5238095238095238
180,165.0,166.0,1,1,0.5238095238095238
180,176.0,177.0,1,1,0.5238095238095238
180,180.0,181.0,1,1,0.5238095238095238
180,195.0,196.0,1,1,0.5238095238095238
180,207.0,208.0,1,1,0.5238095238095238
180,291.0,292.0,1,1,0.5238095238095238
240,-324.0,-323.0,0,1,0.47619047619047616
240,-231.0,-230.0,0,1,0.47619047619047616
240,-220.0,-219.0,0,1,0.47619047619047616
240,-217.0,-216.0,0,1,0.47619047619047616
240,-215.0,-214.0,0,1,0.47619047619047616
240,-211.0,-210.0,0,1,0.47619047619047616
240,-197.0,-196.0,0,1,0.47619047619047616
240,-194.0,-193.0,0,1,0.47619047619047616
240,-173.0,-172.0,0,1,0.47619047619047616
240,-170.0,-169.0,0,1,0.47619047619047616
240,-164.0,-163.0,0,1,0.47619047619047616
240,-161.0,-160.0,0,1,0.47619047619047616
240,-149.0,-148.0,0,1,0.47619047619047616
240,-148.0,-147.0,0,1,0.47619047619047616
240,-142.0,-141.0,0,1,0.47619047619047616
240,-141.0,-140.0,0,1,0.47619047619047616
240,-139.0,-138.0,0,1,0.47619047619047616
240,-133.0,-132.0,0,1,0.47619047619047616
240,-128.0,-127.0,0,1,0.47619047619047616
240,-126.0,-125.0,0,2,0.45454545454545453
240,-120.0,-119.0,0,1,0.47619047619047616
240,-118.0,-117.0,0,1,0.47619047619047616
240,-117.0,-116.0,0,1,0.47619047619047616
240,-114.0,-113.0,0,1,0.47619047619047616
240,-112.0,-111.0,0,1,0.47619047619047616
240,-111.0,-110.0,0,1,0.47619047619047616
240,-109.0,-108.0,0,1,0.47619047619047616
240,-108.0,-107.0,0,2,0.45454545454545453
240,-106.0,-105.0,0,2,0.45454545454545453
240,-105.0,-104.0,0,1,0.47619047619047616
240,-104.0,-103.0,0,3,0.43478260869565216
240,-103.0,-102.0,0,1,0.47619047619047616
240,-102.0,-101.0,0,2,0.45454545454545453
240,-101.0,-100.0,0,3,0.43478260869565216
240,-100.0,-99.0,0,1,0.47619047619047616
240,-99.0,-98.0,0,1,0.47619047619047616
240,-98.0,-97.0,0,1,0.47619047619047616
240,-97.0,-96.0,0,1,0.47619047619047616
240,-94.0,-93.0,0,1,0.47619047619047616
240,-93.0,-92.0,0,3,0.43478260869565216
240,-92.0,-91.0,1,1,0.5238095238095238
240,-90.0,-89.0,0,2,0.45454545454545453
240,-89.0,-88.0,0,1,0.47619047619047616
240,-88.0,-87.0,0,1,0.47619047619047616
240,-87.0,-86.0,0,1,0.47619047619047616
240,-86.0,-85.0,0,4,0.4166666666666667
240,-85.0,-84.0,0,3,0.43478260869565216
240,-84.0,-83.0,0,2,0.45454545454545453
240,-83.0,-82.0,0,1,0.47619047619047616
240,-82.0,-81.0,0,3,0.43478260869565216
240,-81.0,-80.0,0,2,0.45454545454545453
240,-80.0,-79.0,0,3,0.43478260869565216
240,-79.0,-78.0,0,7,0.37037037037037035
240,-78.0,-77.0,0,5,0.4
240,-77.0,-76.0,0,5,0.4
240,-76.0,-75.0,0,4,0.4166666666666667
240,-75.0,-74.0,0,2,0.45454545454545453
240,-74.0,-73.0,0,5,0.4
240,-73.0,-72.0,0,4,0.4166666666666667
240,-72.0,-71.0,0,6,0.38461538461538464
240,-71.0,-70.0,0,2,0.45454545454545453
240,-70.0,-69.0,0,4,0.4166666666666667
240,-69.0,-68.0,0,3,0.43478260869565216
240,-68.0,-67.0,0,6,0.38461538461538464
240,-67.0,-66.0,0,4,0.4166666666666667
240,-66.0,-65.0,0,7,0.37037037037037035
240,-65.0,-64.0,0,15,0.2857142857142857
240,-64.0,-63.0,0,10,0.3333333333333333
240,-63.0,-62.0,0,7,0.37037037037037035
240,-62.0,-61.0,0,6,0.38461538461538464
240,-61.0,-60.0,0,8,0.35714285714285715
240,-60.0,-59.0,0,13,0.30303030303030304
240,-59.0,-58.0,0,17,0.2702702702702703
240,-58.0,-57.0,0,12,0.3125
240,-57.0,-56.0,0,16,0.2777777777777778
240,-56.0,-55.0,0,15,0.2857142857142857
240,-55.0,-54.0,1,12,0.34375
240,-54.0,-53.0,1,28,0.22916666666666666
240,-53.0,-52.0,2,18,0.3157894736842105
240,-52.0,-51.0,0,16,0.2777777777777778
240,-51.0,-50.0,0,25,0.2222222222222222
240,-50.0,-49.0,0,18,0.2631578947368421
240,-49.0,-48.0,0,24,0.22727272727272727
240,-48.0,-47.0,0,27,0.2127659574468085
240,-47.0,-46.0,0,30,0.2
240,-46.0,-45.0,0,39,0.1694915254237288
240,-45.0,-44.0,0,40,0.16666666666666666
240,-44.0,-43.0,0,48,0.14705882352941177
240,-43.0,-42.0,0,50,0.14285714285714285
240,-42.0,-41.0,0,37,0.17543859649122806
240,-41.0,-40.0,0,47,0.14925373134328357
240,-40.0,-39.0,0,62,0.12195121951219512
240,-39.0,-38.0,0,64,0.11904761904761904
240,-38.0,-37.0,0,78,0.10204081632653061
240,-37.0,-36.0,0,81,0.09900990099009901
240,-36.0,-35.0,0,94,0.08771929824561403
240,-35.0,-34.0,0,95,0.08695652173913043
240,-34.0,-33.0,0,110,0.07692307692307693
240,-33.0,-32.0,1,118,0.07971014492753623
240,-32.0,-31.0,1,152,0.06395348837209303
240,-31.0,-30.0,0,143,0.06134969325153374
240,-30.0,-29.0,0,159,0.055865921787709494
240,-29.0,-28.0,3,167,0.06951871657754011
240,-28.0,-27.0,2,173,0.06217616580310881
240,-27.0,-26.0,2,188,0.057692307692307696
240,-26.0,-25.0,5,224,0.06147540983606557
240,-25.0,-24.0,5,264,0.0528169014084507
240,-24.0,-23.0,3,315,0.03880597014925373
240,-23.0,-22.0,4,316,0.041666666666666664
240,-22.0,-21.0,4,363,0.03655352480417755
240,-21.0,-20.0,6,457,0.033542976939203356
240,-20.0,-19.0,7,487,0.03353057199211045
240,-19.0,-18.0,7,561,0.029259896729776247
240,-18.0,-17.0,4,567,0.02385008517887564
240,-17.0,-16.0,10,727,0.02677376171352075
240,-16.0,-15.0,8,847,0.020761245674740483
240,-15.0,-14.0,14,950,0.024742268041237112
240,-14.0,-13.0,23,1074,0.03016453382084095
240,-13.0,-12.0,32,1270,0.03255813953488372
240,-12.0,-11.0,28,1497,0.025049439683586024
240,-11.0,-10.0,66,1684,0.04460093896713615
240,-10.0,-9.0,61,1989,0.0353409656545545
240,-9.0,-8.0,88,2227,0.04361370716510903
240,-8.0,-7.0,116,2543,0.049161139289894656
240,-7.0,-6.0,181,3091,0.061395049823207974
240,-6.0,-5.0,254,3526,0.07445008460236886
240,-5.0,-4.0,381,4053,0.0959980358458139
240,-4.0,-3.0,603,4549,0.13416502516962137
240,-3.0,-2.0,912,5043,0.18210547106458622
240,-2.0,-1.0,1454,5439,0.26818098552848507
240,-1.0,0.0,2160,5869,0.3684836135167261
240,0.0,1.0,3977,6148,0.6464007782101168
240,1.0,2.0,4158,5558,0.7472212262459663
240,2.0,3.0,4129,5028,0.8199286846275753
240,3.0,4.0,3830,4438,0.8613728129205922
240,4.0,5.0,3483,3850,0.9025839793281654
240,5.0,6.0,3266,3548,0.9181614349775785
240,6.0,7.0,2758,2949,0.9323004378578647
240,7.0,8.0,2556,2693,0.9458164393660154
240,8.0,9.0,2188,2288,0.9523396880415944
240,9.0,10.0,1991,2042,0.9704170708050437
240,10.0,11.0,1675,1723,0.9667240390131956
240,11.0,12.0,1368,1394,0.9745403111739745
240,12.0,13.0,1309,1342,0.9684287812041116
240,13.0,14.0,1096,1116,0.9735915492957746
240,14.0,15.0,915,938,0.965553235908142
240,15.0,16.0,790,799,0.9768009768009768
240,16.0,17.0,678,690,0.9690140845070423
240,17.0,18.0,573,582,0.96843853820598
240,18.0,19.0,600,606,0.9744408945686901
240,19.0,20.0,457,461,0.9708939708939709
240,20.0,21.0,429,432,0.9712389380530974
240,21.0,22.0,351,354,0.9652406417112299
240,22.0,23.0,330,334,0.96045197740113
240,23.0,24.0,286,287,0.9641693811074918
240,24.0,25.0,260,263,0.9540636042402827
240,25.0,26.0,226,229,0.9477911646586346
240,26.0,27.0,187,187,0.9516908212560387
240,27.0,28.0,190,193,0.9389671361502347
240,28.0,29.0,171,171,0.9476439790575916
240,29.0,30.0,158,158,0.9438202247191011
240,30.0,31.0,120,121,0.9219858156028369
240,31.0,32.0,155,155,0.9428571428571428
240,32.0,33.0,97,98,0.9067796610169492
240,33.0,34.0,91,91,0.9099099099099099
240,34.0,35.0,78,78,0.8979591836734694
240,35.0,36.0,79,80,0.89
240,36.0,37.0,74,75,0.8842105263157894
240,37.0,38.0,65,65,0.8823529411764706
240,38.0,39.0,61,61,0.8765432098765432
240,39.0,40.0,70,70,0.8888888888888888
240,40.0,41.0,61,61,0.8765432098765432
240,41.0,42.0,47,48,0.8382352941176471
240,42.0,43.0,44,46,0.8181818181818182
240,43.0,44.0,38,38,0.8275862068965517
240,44.0,45.0,40,40,0.8333333333333334
240,45.0,46.0,33,33,0.8113207547169812
240,46.0,47.0,30,30,0.8
240,47.0,48.0,26,27,0.7659574468085106
240,48.0,49.0,31,32,0.7884615384615384
240,49.0,50.0,26,26,0.782608695652174
240,50.0,51.0,22,22,0.7619047619047619
240,51.0,52.0,28,28,0.7916666666666666
240,52.0,53.0,22,22,0.7619047619047619
240,53.0,54.0,20,20,0.75
240,54.0,55.0,13,13,0.696969696969697
240,55.0,56.0,17,17,0.7297297297297297
240,56.0,57.0,17,17,0.7297297297297297
240,57.0,58.0,17,17,0.7297297297297297
240,58.0,59.0,8,8,0.6428571428571429
240,59.0,60.0,15,15,0.7142857142857143
240,60.0,61.0,16,16,0.7222222222222222
240,61.0,62.0,12,12,0.6875
240,62.0,63.0,11,11,0.6774193548387096
240,63.0,64.0,13,13,0.696969696969697
240,64.0,65.0,11,11,0.6774193548387096
240,65.0,66.0,9,9,0.6551724137931034
240,66.0,67.0,12,12,0.6875
240,67.0,68.0,5,5,0.6
240,68.0,69.0,5,5,0.6
240,69.0,70.0,4,4,0.5833333333333334
240,70.0,71.0,9,9,0.6551724137931034
240,71.0,72.0,6,6,0.6153846153846154
240,72.0,73.0,8,8,0.6428571428571429
240,73.0,74.0,5,5,0.6
240,74.0,75.0,7,7,0.6296296296296297
240,75.0,76.0,5,5,0.6
240,76.0,77.0,6,6,0.6153846153846154
240,77.0,78.0,7,7,0.6296296296296297
240,78.0,79.0,1,1,0.5238095238095238
240,79.0,80.0,5,5,0.6
240,80.0,81.0,6,6,0.6153846153846154
240,81.0,82.0,2,2,0.5454545454545454
240,82.0,83.0,2,2,0.5454545454545454
240,83.0,84.0,2,2,0.5454545454545454
240,84.0,85.0,3,3,0.5652173913043478
240,85.0,86.0,6,6,0.6153846153846154
240,87.0,88.0,5,5,0.6
240,88.0,89.0,3,3,0.5652173913043478
240,89.0,90.0,1,1,0.5238095238095238
240,90.0,91.0,6,6,0.6153846153846154
240,91.0,92.0,1,1,0.5238095238095238
240,92.0,93.0,4,4,0.5833333333333334
240,93.0,94.0,1,1,0.5238095238095238
240,94.0,95.0,2,2,0.5454545454545454
240,95.0,96.0,2,2,0.5454545454545454
240,99.0,100.0,1,1,0.5238095238095238
240,101.0,102.0,1,1,0.5238095238095238
240,102.0,103.0,1,1,0.5238095238095238
240,103.0,104.0,1,1,0.5238095238095238
240,104.0,105.0,1,1,0.5238095238095238
240,106.0,107.0,1,1,0.5238095238095238
240,107.0,108.0,1,1,0.5238095238095238
240,109.0,110.0,1,1,0.5238095238095238
240,115.0,116.0,1,1,0.5238095238095238
240,120.0,121.0,1,1,0.5238095238095238
240,121.0,122.0,1,1,0.5238095238095238
240,122.0,123.0,3,3,0.5652173913043478
240,123.0,124.0,4,4,0.5833333333333334
240,129.0,130.0,2,2,0.5454545454545454
240,132.0,133.0,1,1,0.5238095238095238
240,134.0,135.0,1,1,0.5238095238095238
240,136.0,137.0,2,2,0.5454545454545454
240,138.0,139.0,1,1,0.5238095238095238
240,139.0,140.0,1,1,0.5238095238095238
240,140.0,141.0,1,1,0.5238095238095238
240,142.0,143.0,1,1,0.5238095238095238
240,149.0,150.0,1,1,0.5238095238095238
240,151.0,152.0,1,1,0.5238095238095238
240,152.0,153.0,1,1,0.5238095238095238
240,159.0,160.0,1,1,0.5238095238095238
240,170.0,171.0,1,1,0.5238095238095238
240,174.0,175.0,1,1,0.5238095238095238
240,178.0,179.0,1,1,0.5238095238095238
240,184.0,185.0,1,1,0.5238095238095238
240,197.0,198.0,1,1,0.5238095238095238
240,206.0,207.0,1,1,0.5238095238095238
240,211.0,212.0,1,1,0.5238095238095238
240,227.0,228.0,1,1,0.5238095238095238
240,239.0,240.0,1,1,0.5238095238095238
240,318.0,319.0,1,1,0.5238095238095238
